join_key,embedding_path,company,year,252_day_return
Accenture plc_2016,data_embeddings\Accenture plc\Accenture plc_item_7_2016.npy,Accenture plc,2016,1.2638099426861475
Accenture plc_2017,data_embeddings\Accenture plc\Accenture plc_item_7_2017.npy,Accenture plc,2017,1.1077414224211088
Accenture plc_2018,data_embeddings\Accenture plc\Accenture plc_item_7_2018.npy,Accenture plc,2018,1.210629244805807
Accenture plc_2019,data_embeddings\Accenture plc\Accenture plc_item_7_2019.npy,Accenture plc,2019,1.1763992439161486
ACE Ltd_2011,data_embeddings\ACE Ltd\ACE Ltd_item_7_2011.npy,ACE Ltd,2011,1.1776250002616484
ACE Ltd_2012,data_embeddings\ACE Ltd\ACE Ltd_item_7_2012.npy,ACE Ltd,2012,1.20331038821374
ACE Ltd_2013,data_embeddings\ACE Ltd\ACE Ltd_item_7_2013.npy,ACE Ltd,2013,1.172532826375767
ACE Ltd_2014,data_embeddings\ACE Ltd\ACE Ltd_item_7_2014.npy,ACE Ltd,2014,1.1977108644363494
ACE Ltd_2015,data_embeddings\ACE Ltd\ACE Ltd_item_7_2015.npy,ACE Ltd,2015,1.0384749335185697
Actavis plc_2014,data_embeddings\Actavis plc\Actavis plc_item_7_2014.npy,Actavis plc,2014,1.2906666449716977
Actavis plc_2015,data_embeddings\Actavis plc\Actavis plc_item_7_2015.npy,Actavis plc,2015,0.9788028564581223
"Activision Blizzard, Inc._2016","data_embeddings\Activision Blizzard, Inc\Activision Blizzard, Inc._item_7_2016.npy","Activision Blizzard, Inc.",2016,1.4365356949933534
"Activision Blizzard, Inc._2017","data_embeddings\Activision Blizzard, Inc\Activision Blizzard, Inc._item_7_2017.npy","Activision Blizzard, Inc.",2017,1.6301992490616604
"Activision Blizzard, Inc._2018","data_embeddings\Activision Blizzard, Inc\Activision Blizzard, Inc._item_7_2018.npy","Activision Blizzard, Inc.",2018,0.5833519234128715
"Activision Blizzard, Inc._2019","data_embeddings\Activision Blizzard, Inc\Activision Blizzard, Inc._item_7_2019.npy","Activision Blizzard, Inc.",2019,1.3906620753421237
ACUITY BRANDS INC_2016,data_embeddings\ACUITY BRANDS INC\ACUITY BRANDS INC_item_7_2016.npy,ACUITY BRANDS INC,2016,0.7046371894044106
ACUITY BRANDS INC_2017,data_embeddings\ACUITY BRANDS INC\ACUITY BRANDS INC_item_7_2017.npy,ACUITY BRANDS INC,2017,0.7421741700063255
ADOBE INC._2019,data_embeddings\ADOBE INC\ADOBE INC._item_7_2019.npy,ADOBE INC.,2019,1.4162073795915302
ADOBE SYSTEMS INC_2010,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2010.npy,ADOBE SYSTEMS INC,2010,0.9677137598773905
ADOBE SYSTEMS INC_2011,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2011.npy,ADOBE SYSTEMS INC,2011,0.9172821487345267
ADOBE SYSTEMS INC_2012,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2012.npy,ADOBE SYSTEMS INC,2012,1.2354073073779472
ADOBE SYSTEMS INC_2013,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2013.npy,ADOBE SYSTEMS INC,2013,1.627667961133834
ADOBE SYSTEMS INC_2014,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2014.npy,ADOBE SYSTEMS INC,2014,1.1756779370703743
ADOBE SYSTEMS INC_2015,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2015.npy,ADOBE SYSTEMS INC,2015,1.2301021876191973
ADOBE SYSTEMS INC_2016,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2016.npy,ADOBE SYSTEMS INC,2016,1.219892360351747
ADOBE SYSTEMS INC_2017,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2017.npy,ADOBE SYSTEMS INC,2017,1.78701108563903
ADOBE SYSTEMS INC_2018,data_embeddings\ADOBE SYSTEMS INC\ADOBE SYSTEMS INC_item_7_2018.npy,ADOBE SYSTEMS INC,2018,1.2390821011670174
ADT Corp_2012,data_embeddings\ADT Corp\ADT Corp_item_7_2012.npy,ADT Corp,2012,0.951141211876651
ADT Corp_2013,data_embeddings\ADT Corp\ADT Corp_item_7_2013.npy,ADT Corp,2013,0.8328973896689547
ADT Corp_2014,data_embeddings\ADT Corp\ADT Corp_item_7_2014.npy,ADT Corp,2014,0.9403316778239823
ADT Corp_2015,data_embeddings\ADT Corp\ADT Corp_item_7_2015.npy,ADT Corp,2015,1.2372214682009475
ADVANCE AUTO PARTS INC_2016,data_embeddings\ADVANCE AUTO PARTS INC\ADVANCE AUTO PARTS INC_item_7_2016.npy,ADVANCE AUTO PARTS INC,2016,1.023272735000331
ADVANCE AUTO PARTS INC_2017,data_embeddings\ADVANCE AUTO PARTS INC\ADVANCE AUTO PARTS INC_item_7_2017.npy,ADVANCE AUTO PARTS INC,2017,0.7310785892731541
ADVANCE AUTO PARTS INC_2018,data_embeddings\ADVANCE AUTO PARTS INC\ADVANCE AUTO PARTS INC_item_7_2018.npy,ADVANCE AUTO PARTS INC,2018,1.4188335342643843
ADVANCE AUTO PARTS INC_2019,data_embeddings\ADVANCE AUTO PARTS INC\ADVANCE AUTO PARTS INC_item_7_2019.npy,ADVANCE AUTO PARTS INC,2019,0.8396161518616377
ADVANCED MICRO DEVICES INC_2010,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2010.npy,ADVANCED MICRO DEVICES INC,2010,1.1904161102159525
ADVANCED MICRO DEVICES INC_2011,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2011.npy,ADVANCED MICRO DEVICES INC,2011,0.7930283174467357
ADVANCED MICRO DEVICES INC_2012,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2012.npy,ADVANCED MICRO DEVICES INC,2012,0.33914208442132066
ADVANCED MICRO DEVICES INC_2013,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2013.npy,ADVANCED MICRO DEVICES INC,2013,1.379166955759299
ADVANCED MICRO DEVICES INC_2018,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2018.npy,ADVANCED MICRO DEVICES INC,2018,1.8778932200621368
ADVANCED MICRO DEVICES INC_2019,data_embeddings\ADVANCED MICRO DEVICES INC\ADVANCED MICRO DEVICES INC_item_7_2019.npy,ADVANCED MICRO DEVICES INC,2019,2.2672451243319336
AES CORP_2011,data_embeddings\AES CORP\AES CORP_item_7_2011.npy,AES CORP,2011,1.086499554319532
AES CORP_2012,data_embeddings\AES CORP\AES CORP_item_7_2012.npy,AES CORP,2012,0.85455201068561
AES CORP_2013,data_embeddings\AES CORP\AES CORP_item_7_2013.npy,AES CORP,2013,1.1987788640449926
AES CORP_2014,data_embeddings\AES CORP\AES CORP_item_7_2014.npy,AES CORP,2014,0.9080019625239847
AES CORP_2015,data_embeddings\AES CORP\AES CORP_item_7_2015.npy,AES CORP,2015,0.8100527072527858
AES CORP_2016,data_embeddings\AES CORP\AES CORP_item_7_2016.npy,AES CORP,2016,1.2178673588973965
AES CORP_2017,data_embeddings\AES CORP\AES CORP_item_7_2017.npy,AES CORP,2017,1.052106358397311
AES CORP_2018,data_embeddings\AES CORP\AES CORP_item_7_2018.npy,AES CORP,2018,1.5939862151269355
AES CORP_2019,data_embeddings\AES CORP\AES CORP_item_7_2019.npy,AES CORP,2019,1.0995069906125015
AETNA INC _PA__2010,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2010.npy,AETNA INC /PA/,2010,1.2463086471289821
AETNA INC _PA__2011,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2011.npy,AETNA INC /PA/,2011,1.2716009087647608
AETNA INC _PA__2012,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2012.npy,AETNA INC /PA/,2012,1.0309576595591916
AETNA INC _PA__2013,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2013.npy,AETNA INC /PA/,2013,1.4367455970193264
AETNA INC _PA__2014,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2014.npy,AETNA INC /PA/,2014,1.3984077319713883
AETNA INC _PA__2015,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2015.npy,AETNA INC /PA/,2015,1.1010627285733963
AETNA INC _PA__2016,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2016.npy,AETNA INC /PA/,2016,1.2215178557877693
AETNA INC _PA__2017,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2017.npy,AETNA INC /PA/,2017,1.4397789179564235
AETNA INC _PA__2018,data_embeddings\AETNA INC _PA_\AETNA INC _PA__item_7_2018.npy,AETNA INC /PA/,2018,1.1610001146588445
"AFFILIATED MANAGERS GROUP, INC._2015","data_embeddings\AFFILIATED MANAGERS GROUP, INC\AFFILIATED MANAGERS GROUP, INC._item_7_2015.npy","AFFILIATED MANAGERS GROUP, INC.",2015,0.5984248073473056
"AFFILIATED MANAGERS GROUP, INC._2016","data_embeddings\AFFILIATED MANAGERS GROUP, INC\AFFILIATED MANAGERS GROUP, INC._item_7_2016.npy","AFFILIATED MANAGERS GROUP, INC.",2016,1.2911690371072468
"AFFILIATED MANAGERS GROUP, INC._2017","data_embeddings\AFFILIATED MANAGERS GROUP, INC\AFFILIATED MANAGERS GROUP, INC._item_7_2017.npy","AFFILIATED MANAGERS GROUP, INC.",2017,1.1655676206546846
"AFFILIATED MANAGERS GROUP, INC._2018","data_embeddings\AFFILIATED MANAGERS GROUP, INC\AFFILIATED MANAGERS GROUP, INC._item_7_2018.npy","AFFILIATED MANAGERS GROUP, INC.",2018,0.5868024409838563
"AFFILIATED MANAGERS GROUP, INC._2019","data_embeddings\AFFILIATED MANAGERS GROUP, INC\AFFILIATED MANAGERS GROUP, INC._item_7_2019.npy","AFFILIATED MANAGERS GROUP, INC.",2019,0.7660398376977439
AFLAC INC_2010,data_embeddings\AFLAC INC\AFLAC INC_item_7_2010.npy,AFLAC INC,2010,1.196479797206089
AFLAC INC_2011,data_embeddings\AFLAC INC\AFLAC INC_item_7_2011.npy,AFLAC INC,2011,0.8299831286207316
AFLAC INC_2012,data_embeddings\AFLAC INC\AFLAC INC_item_7_2012.npy,AFLAC INC,2012,1.1011840415826537
AFLAC INC_2013,data_embeddings\AFLAC INC\AFLAC INC_item_7_2013.npy,AFLAC INC,2013,1.2996102659936317
AFLAC INC_2014,data_embeddings\AFLAC INC\AFLAC INC_item_7_2014.npy,AFLAC INC,2014,1.0068894719436112
AFLAC INC_2015,data_embeddings\AFLAC INC\AFLAC INC_item_7_2015.npy,AFLAC INC,2015,0.9930380527914227
AFLAC INC_2016,data_embeddings\AFLAC INC\AFLAC INC_item_7_2016.npy,AFLAC INC,2016,1.2169199579892649
AFLAC INC_2017,data_embeddings\AFLAC INC\AFLAC INC_item_7_2017.npy,AFLAC INC,2017,1.294244399588206
AFLAC INC_2018,data_embeddings\AFLAC INC\AFLAC INC_item_7_2018.npy,AFLAC INC,2018,1.1170286238262823
AFLAC INC_2019,data_embeddings\AFLAC INC\AFLAC INC_item_7_2019.npy,AFLAC INC,2019,0.9946813996407926
AGILENT TECHNOLOGIES INC_2010,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2010.npy,AGILENT TECHNOLOGIES INC,2010,0.8178685330600997
AGILENT TECHNOLOGIES INC_2011,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2011.npy,AGILENT TECHNOLOGIES INC,2011,1.2220842507675647
AGILENT TECHNOLOGIES INC_2012,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2012.npy,AGILENT TECHNOLOGIES INC,2012,1.3916243787527447
AGILENT TECHNOLOGIES INC_2013,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2013.npy,AGILENT TECHNOLOGIES INC,2013,1.0054953867003078
AGILENT TECHNOLOGIES INC_2014,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2014.npy,AGILENT TECHNOLOGIES INC,2014,0.9944170212403862
AGILENT TECHNOLOGIES INC_2015,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2015.npy,AGILENT TECHNOLOGIES INC,2015,1.143853546857218
AGILENT TECHNOLOGIES INC_2016,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2016.npy,AGILENT TECHNOLOGIES INC,2016,1.472711986996182
AGILENT TECHNOLOGIES INC_2017,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2017.npy,AGILENT TECHNOLOGIES INC,2017,0.9366000994573508
AGILENT TECHNOLOGIES INC_2018,data_embeddings\AGILENT TECHNOLOGIES INC\AGILENT TECHNOLOGIES INC_item_7_2018.npy,AGILENT TECHNOLOGIES INC,2018,1.3183351504467302
"AGILENT TECHNOLOGIES, INC._2019","data_embeddings\AGILENT TECHNOLOGIES, INC\AGILENT TECHNOLOGIES, INC._item_7_2019.npy","AGILENT TECHNOLOGIES, INC.",2019,1.4235691806038573
AGL RESOURCES INC_2012,data_embeddings\AGL RESOURCES INC\AGL RESOURCES INC_item_7_2012.npy,AGL RESOURCES INC,2012,1.0042171723010251
AGL RESOURCES INC_2013,data_embeddings\AGL RESOURCES INC\AGL RESOURCES INC_item_7_2013.npy,AGL RESOURCES INC,2013,1.1990755499142516
AGL RESOURCES INC_2014,data_embeddings\AGL RESOURCES INC\AGL RESOURCES INC_item_7_2014.npy,AGL RESOURCES INC,2014,1.2297580981853002
AGL RESOURCES INC_2015,data_embeddings\AGL RESOURCES INC\AGL RESOURCES INC_item_7_2015.npy,AGL RESOURCES INC,2015,1.335819324983706
AGL RESOURCES INC_2016,data_embeddings\AGL RESOURCES INC\AGL RESOURCES INC_item_7_2016.npy,AGL RESOURCES INC,2016,1.0337797014226335
AIR PRODUCTS & CHEMICALS INC _DE__2010,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2010.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2010,0.9555678851920183
AIR PRODUCTS & CHEMICALS INC _DE__2011,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2011.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2011,1.0894310855379548
AIR PRODUCTS & CHEMICALS INC _DE__2012,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2012.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2012,1.384038407630941
AIR PRODUCTS & CHEMICALS INC _DE__2013,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2013.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2013,1.3672149993332021
AIR PRODUCTS & CHEMICALS INC _DE__2014,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2014.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2014,0.9857476277447961
AIR PRODUCTS & CHEMICALS INC _DE__2015,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2015.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2015,1.1436178013175409
AIR PRODUCTS & CHEMICALS INC _DE__2016,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2016.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2016,1.1916971343613307
AIR PRODUCTS & CHEMICALS INC _DE__2017,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2017.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2017,1.0436862609601274
AIR PRODUCTS & CHEMICALS INC _DE__2018,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2018.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2018,1.543700275902307
AIR PRODUCTS & CHEMICALS INC _DE__2019,data_embeddings\AIR PRODUCTS & CHEMICALS INC _DE_\AIR PRODUCTS & CHEMICALS INC _DE__item_7_2019.npy,AIR PRODUCTS & CHEMICALS INC /DE/,2019,1.212472197576841
AIRGAS INC_2010,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2010.npy,AIRGAS INC,2010,1.0883843055920706
AIRGAS INC_2011,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2011.npy,AIRGAS INC,2011,1.3166637076108516
AIRGAS INC_2012,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2012.npy,AIRGAS INC,2012,1.1897081558011446
AIRGAS INC_2013,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2013.npy,AIRGAS INC,2013,1.0404142678797976
AIRGAS INC_2014,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2014.npy,AIRGAS INC,2014,0.9752195599814445
AIRGAS INC_2015,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2015.npy,AIRGAS INC,2015,1.359269892942302
AIRGAS INC_2016,data_embeddings\AIRGAS INC\AIRGAS INC_item_7_2016.npy,AIRGAS INC,2016,1.0025245484123726
AK STEEL HOLDING CORP_2010,data_embeddings\AK STEEL HOLDING CORP\AK STEEL HOLDING CORP_item_7_2010.npy,AK STEEL HOLDING CORP,2010,0.7242778884202233
AK STEEL HOLDING CORP_2011,data_embeddings\AK STEEL HOLDING CORP\AK STEEL HOLDING CORP_item_7_2011.npy,AK STEEL HOLDING CORP,2011,0.44539580890575714
AKAMAI TECHNOLOGIES INC_2010,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2010.npy,AKAMAI TECHNOLOGIES INC,2010,1.380286796006926
AKAMAI TECHNOLOGIES INC_2011,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2011.npy,AKAMAI TECHNOLOGIES INC,2011,0.9635974178071524
AKAMAI TECHNOLOGIES INC_2012,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2012.npy,AKAMAI TECHNOLOGIES INC,2012,1.0388889286322334
AKAMAI TECHNOLOGIES INC_2013,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2013.npy,AKAMAI TECHNOLOGIES INC,2013,1.6714868983618736
AKAMAI TECHNOLOGIES INC_2014,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2014.npy,AKAMAI TECHNOLOGIES INC,2014,1.1403852811197803
AKAMAI TECHNOLOGIES INC_2015,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2015.npy,AKAMAI TECHNOLOGIES INC,2015,0.7806832854016549
AKAMAI TECHNOLOGIES INC_2016,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2016.npy,AKAMAI TECHNOLOGIES INC,2016,1.159903606492881
AKAMAI TECHNOLOGIES INC_2017,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2017.npy,AKAMAI TECHNOLOGIES INC,2017,1.0776357709510305
AKAMAI TECHNOLOGIES INC_2018,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2018.npy,AKAMAI TECHNOLOGIES INC,2018,1.034894033343122
AKAMAI TECHNOLOGIES INC_2019,data_embeddings\AKAMAI TECHNOLOGIES INC\AKAMAI TECHNOLOGIES INC_item_7_2019.npy,AKAMAI TECHNOLOGIES INC,2019,1.2418891430967014
"ALASKA AIR GROUP, INC._2017","data_embeddings\ALASKA AIR GROUP, INC\ALASKA AIR GROUP, INC._item_7_2017.npy","ALASKA AIR GROUP, INC.",2017,0.6705450500106467
"ALASKA AIR GROUP, INC._2018","data_embeddings\ALASKA AIR GROUP, INC\ALASKA AIR GROUP, INC._item_7_2018.npy","ALASKA AIR GROUP, INC.",2018,1.0005722686555814
"ALASKA AIR GROUP, INC._2019","data_embeddings\ALASKA AIR GROUP, INC\ALASKA AIR GROUP, INC._item_7_2019.npy","ALASKA AIR GROUP, INC.",2019,1.0094839625639709
ALBEMARLE CORP_2017,data_embeddings\ALBEMARLE CORP\ALBEMARLE CORP_item_7_2017.npy,ALBEMARLE CORP,2017,1.000239127205983
ALBEMARLE CORP_2018,data_embeddings\ALBEMARLE CORP\ALBEMARLE CORP_item_7_2018.npy,ALBEMARLE CORP,2018,0.9167855655174043
ALBEMARLE CORP_2019,data_embeddings\ALBEMARLE CORP\ALBEMARLE CORP_item_7_2019.npy,ALBEMARLE CORP,2019,0.8933243688476528
ALEXANDRIA REAL ESTATE EQUITIES INC_2018,data_embeddings\ALEXANDRIA REAL ESTATE EQUITIES INC\ALEXANDRIA REAL ESTATE EQUITIES INC_item_7_2018.npy,ALEXANDRIA REAL ESTATE EQUITIES INC,2018,1.0799607285809705
ALEXANDRIA REAL ESTATE EQUITIES INC_2019,data_embeddings\ALEXANDRIA REAL ESTATE EQUITIES INC\ALEXANDRIA REAL ESTATE EQUITIES INC_item_7_2019.npy,ALEXANDRIA REAL ESTATE EQUITIES INC,2019,1.3294185718966722
ALEXION PHARMACEUTICALS INC_2013,data_embeddings\ALEXION PHARMACEUTICALS INC\ALEXION PHARMACEUTICALS INC_item_7_2013.npy,ALEXION PHARMACEUTICALS INC,2013,2.1634488872222852
ALEXION PHARMACEUTICALS INC_2014,data_embeddings\ALEXION PHARMACEUTICALS INC\ALEXION PHARMACEUTICALS INC_item_7_2014.npy,ALEXION PHARMACEUTICALS INC,2014,1.0369172800715916
